datum_eerste_toelating,benzine_count,elektriciteit_count,diesel_count,waterstof_count,alcohol_count,lpg_count,cng_count,lng_count
2019-10,38892,8143,9207,8,2,91,114,3
2019-11,38900,12588,9496,6,0,101,155,5
2019-12,24700,27437,6996,38,15,86,81,11
2020-01,51671,11924,12424,13,1,143,56,20
2020-02,37857,11121,9108,7,0,168,30,11
2020-03,33902,11928,9251,12,0,181,30,31
2020-04,21471,6465,5492,5,0,147,48,30
2020-05,25159,7447,5484,4,0,159,30,19
2020-06,37800,13236,16940,27,0,319,27,11
2020-07,45607,15754,8136,6,0,310,30,6
2020-08,34621,14702,7084,9,0,416,15,13
2020-09,34627,18735,7484,18,0,366,44,23
2020-10,34506,20149,7773,10,0,369,80,20
2020-11,33432,21300,7391,16,0,325,33,25
2020-12,25282,41958,4364,51,0,290,41,18
2021-01,41407,17610,10180,0,0,257,28,45
2021-02,29584,13740,8648,2,0,243,12,42
2021-03,36453,18172,10485,44,0,228,16,47
2021-04,33361,17393,9448,9,0,276,26,54
2021-05,34447,18821,8822,4,0,231,19,45
2021-06,41691,24906,9024,11,0,378,29,44
2021-07,32740,19116,6877,15,1,377,24,18
2021-08,24887,17834,5583,5,0,235,17,19
2021-09,26683,19596,6596,9,0,271,28,14
2021-10,24275,18238,7018,13,0,345,18,12
2021-11,24685,21390,7379,11,1,298,17,32
2021-12,21110,33083,6575,53,1,323,25,17
2022-01,33615,20365,7885,16,0,410,17,35
2022-02,25302,17153,6413,5,1,191,8,21
2022-03,27079,21508,7881,5,0,203,7,12
2022-04,24133,19058,6526,7,0,170,0,21
2022-05,24827,18659,6784,8,0,197,0,14
2022-06,29298,22012,7907,53,0,428,7,19
2022-07,22440,17293,5717,2,3,202,5,13
2022-08,22424,17679,5225,7,0,176,6,2
2022-09,23724,19168,6296,2,0,223,37,3
2022-10,25651,20845,5943,2,1,240,63,5
2022-11,23276,20101,7008,5,0,397,2,2
2022-12,19818,23919,5925,3,0,278,4,6
2023-01,30903,19023,8295,5,0,300,3,5
2023-02,23708,20064,7466,2,0,227,2,0
2023-03,14152,14506,4676,2,0,117,7,1
